Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExperience,IncomePerHour,RoleToCompanyRatio,PromotionFrequency,Attrition
27,Travel_Frequently,1410,Sales,3,1,Medical,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,663.8571428571429,13.41512702078522,0.7142857142857143,0.0,0
30,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,237.54545454545453,7.543302540415705,0.6363636363636364,0.0,0
35,Travel_Rarely,1395,Research & Development,9,4,Medical,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,No,19,3,2,0,10,5,3,10,7,0,8,463.45454545454544,14.717090069284065,0.6363636363636364,0.0,0
44,Travel_Rarely,661,Research & Development,9,2,Life Sciences,913,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1,284.3333333333333,7.387413394919169,0.7777777777777778,0.7777777777777778,0
46,Travel_Rarely,734,Research & Development,2,4,Medical,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,773.12,55.796766743648966,0.3333333333333333,0.6666666666666666,0
50,Travel_Rarely,691,Research & Development,2,3,Medical,815,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3,569.0,50.92090069284065,0.6,0.0,0
27,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,1155.25,13.340069284064667,0.5,0.25,0
49,Travel_Rarely,301,Research & Development,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,586.1785714285714,47.381639722863746,0.4,0.2,0
27,Travel_Rarely,486,Research & Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,586.1666666666666,10.153002309468823,0.5,0.0,0
44,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,419.42857142857144,8.475750577367206,0.5714285714285714,0.0,1
48,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,603.0357142857143,48.744226327944574,0.6666666666666666,0.3333333333333333,0
31,Travel_Rarely,1463,Research & Development,23,3,Medical,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,507.45454545454544,16.11431870669746,0.0,0.7,0
31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,1192.2857142857142,24.093533487297922,0.3333333333333333,0.0,0
30,Travel_Rarely,740,Sales,1,3,Life Sciences,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,883.0909090909091,28.042725173210165,0.7272727272727273,0.5454545454545454,1
37,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,716.3333333333334,18.611431870669747,0.7142857142857143,0.5714285714285714,0
51,Travel_Frequently,1456,Research & Development,1,4,Medical,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,311.8333333333333,21.605080831408777,0.8571428571428571,0.8571428571428571,0
57,Travel_Rarely,593,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,422.1875,19.500577367205544,0.5,0.25,0
35,Travel_Rarely,622,Research & Development,14,4,Other,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,623.8333333333334,10.805427251732102,0.4,0.0,1
38,Travel_Frequently,888,Human Resources,10,4,Human Resources,1563,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,552.4545454545455,17.543302540415706,0.42857142857142855,0.14285714285714285,0
27,Travel_Rarely,608,Research & Development,1,2,Life Sciences,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,741.2,21.397228637413395,0.7,0.0,0
33,Travel_Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,1425.5,8.230369515011548,0.0,0.0,1
27,Travel_Frequently,591,Research & Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,368.57142857142856,7.448036951501155,0.4,0.2,0
40,Non-Travel,1142,Research & Development,8,2,Life Sciences,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,452.1111111111111,11.746535796766745,0.6666666666666666,0.6666666666666666,0
33,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,385.5,6.677251732101617,0.6666666666666666,0.6666666666666666,1
36,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,831.625,19.206120092378754,0.0,0.0,0
34,Travel_Rarely,1157,Research & Development,5,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,249.125,11.506928406466514,0.625,0.25,0
45,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,311.0,6.284642032332564,0.42857142857142855,0.0,0
46,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,661.5185185185185,51.561778290993075,0.5,0.0,0
22,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1878,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Yes,23,4,1,0,1,2,3,1,0,0,0,1236.0,7.1362586605080836,0.0,0.0,1
35,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,826,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,313.25,7.234411085450347,0.6666666666666666,0.6666666666666666,0
35,Travel_Rarely,682,Sales,18,4,Medical,1945,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,No,16,3,4,1,6,2,1,5,3,0,4,794.4285714285714,16.053695150115473,0.5,0.0,0
31,Travel_Rarely,249,Sales,6,4,Life Sciences,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,474.7692307692308,17.8175519630485,0.875,0.875,1
50,Travel_Rarely,854,Sales,1,4,Medical,323,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6,591.4242424242424,56.34237875288684,0.0,0.0,0
28,Non-Travel,120,Sales,4,3,Medical,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,703.5,12.185334872979215,0.6666666666666666,0.0,0
19,Travel_Rarely,528,Sales,22,1,Marketing,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,1675.0,4.835450346420323,0.0,0.0,1
35,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,1037.0,5.987297921478061,0.0,0.0,1
58,Travel_Rarely,1145,Research & Development,9,3,Medical,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,334.6,9.659353348729793,0.0,0.0,0
42,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,515.5,14.881639722863742,0.5714285714285714,0.14285714285714285,0
28,Non-Travel,1476,Research & Development,1,3,Life Sciences,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5,606.7272727272727,19.26674364896074,0.8,0.7,0
34,Travel_Frequently,560,Research & Development,1,4,Other,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3,272.3636363636364,8.648960739030024,0.6,0.2,0
34,Travel_Rarely,665,Research & Development,6,4,Other,138,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,282.88235294117646,13.882794457274828,0.7647058823529411,0.11764705882352941,0
50,Travel_Frequently,333,Research & Development,22,5,Medical,1539,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,436.6969696969697,41.602193995381064,0.18181818181818182,0.3939393939393939,0
33,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1515,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0,425.8666666666667,18.441108545034645,0.0,0.0,0
58,Travel_Rarely,682,Sales,10,4,Medical,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,355.6923076923077,40.04618937644342,0.2631578947368421,0.02631578947368421,0
26,Travel_Rarely,1449,Research & Development,16,4,Medical,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2,395.5,6.850461893764435,0.5,0.0,1
51,Travel_Frequently,237,Sales,9,3,Life Sciences,1282,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10,620.21875,57.295034642032334,0.3333333333333333,0.36666666666666664,0
39,Travel_Rarely,722,Sales,24,1,Marketing,2056,2,Female,60,2,4,Sales Executive,4,Married,12031,8828,0,No,11,3,1,1,21,2,2,20,9,9,6,546.8636363636364,34.731524249422634,0.42857142857142855,0.42857142857142855,0
27,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1405,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7,266.0,6.9110854503464205,0.2222222222222222,0.7777777777777778,1
38,Travel_Rarely,343,Research & Development,15,2,Life Sciences,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,885.3846153846154,33.22748267898383,0.8333333333333334,0.16666666666666666,0
36,Non-Travel,427,Research & Development,8,3,Life Sciences,742,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5,1064.8181818181818,33.8135103926097,0.7777777777777778,0.0,0
27,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,562.2,8.114896073903003,0.6666666666666666,0.6666666666666666,0
45,Travel_Frequently,364,Research & Development,25,3,Medical,1306,2,Female,83,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0,785.2608695652174,52.139145496535804,0.0,0.0,0
35,Travel_Rarely,662,Sales,1,5,Marketing,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,663.1818181818181,21.059468822170903,0.7272727272727273,0.0,0
35,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,809.8333333333334,14.027136258660509,0.6666666666666666,0.0,0
34,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,672.1666666666666,11.642609699769054,0.5,0.0,0
55,Travel_Frequently,135,Research & Development,18,4,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,354.72222222222223,18.432448036951502,0.7777777777777778,0.6666666666666666,0
41,Travel_Rarely,802,Sales,9,1,Life Sciences,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,629.9230769230769,23.640300230946885,0.7,0.0,0
24,Non-Travel,1092,Research & Development,9,3,Life Sciences,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0,1347.0,7.777136258660509,0.0,0.0,0
36,Travel_Frequently,1480,Research & Development,3,2,Medical,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,149.14285714285714,6.027713625866051,0.7777777777777778,0.7777777777777778,0
36,Non-Travel,1434,Sales,8,4,Life Sciences,789,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9,689.7272727272727,21.90242494226328,0.6363636363636364,0.0,0
50,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,905.7272727272727,57.52309468822171,0.6666666666666666,0.6666666666666666,0
40,Travel_Frequently,720,Research & Development,16,4,Medical,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,463.09090909090907,14.705542725173212,0.0,0.0,0
38,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,668.2727272727273,21.221131639722866,0.0,0.0,0
53,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,242.74193548387098,21.723441108545035,0.4375,0.375,0
43,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,568.3157894736842,31.172055427251735,0.0,0.0,0
45,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,398.6363636363636,12.65877598152425,0.6363636363636364,0.36363636363636365,0
38,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,874.0,25.230946882217093,0.7777777777777778,0.2222222222222222,0
33,Non-Travel,1313,Research & Development,1,2,Medical,1994,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,No,12,3,3,3,1,2,2,1,1,0,0,1004.0,5.796766743648961,0.5,0.0,0
40,Travel_Rarely,611,Sales,7,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,901.5,57.254618937644345,0.36363636363636365,0.5454545454545454,0
34,Non-Travel,967,Research & Development,16,4,Technical Degree,1905,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0,384.5,6.659930715935335,0.3333333333333333,0.5,1
25,Travel_Rarely,867,Sales,19,2,Marketing,952,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,1206.5,6.96593533487298,0.0,0.0,1
28,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,695.9090909090909,22.098729792147807,0.7,0.1,0
31,Travel_Rarely,616,Research & Development,12,3,Medical,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,532.2727272727273,16.90242494226328,0.7,0.8,0
31,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0,630.5,3.6403002309468824,0.0,0.0,1
50,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,587.7931034482758,49.20900692840647,0.35714285714285715,0.5357142857142857,0
29,Travel_Rarely,1090,Sales,10,3,Marketing,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2,765.6666666666666,6.631062355658199,0.6666666666666666,0.6666666666666666,0
51,Travel_Rarely,432,Research & Development,9,4,Life Sciences,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,188.63636363636363,5.990184757505774,0.4,0.0,0
42,Travel_Frequently,555,Sales,26,3,Marketing,404,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,No,14,3,4,1,23,2,4,20,4,4,8,563.5416666666666,39.04445727482679,0.19047619047619047,0.19047619047619047,0
30,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,764.7272727272727,24.284064665127023,0.8,0.7,0
41,Travel_Rarely,918,Sales,6,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,840.0909090909091,26.677251732101617,0.7272727272727273,0.7272727272727273,0
31,Travel_Rarely,359,Human Resources,18,5,Human Resources,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,No,17,3,3,0,2,4,3,1,0,0,0,985.3333333333334,8.533487297921479,0.0,0.0,1
29,Travel_Rarely,1210,Sales,2,3,Medical,366,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,604.0,19.180138568129333,0.0,0.0,0
33,Travel_Rarely,117,Research & Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,173.8125,8.028290993071595,0.6666666666666666,0.26666666666666666,0
29,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,309.7142857142857,6.258660508083142,0.6666666666666666,0.16666666666666666,0
34,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,472.4,13.63741339491917,0.7,0.7,0
33,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,378.6666666666667,9.838337182448038,0.6,0.2,1
37,Travel_Rarely,290,Research & Development,21,3,Life Sciences,267,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7,396.0,10.288683602771362,0.7777777777777778,0.1111111111111111,0
36,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,284.0,10.658198614318707,0.8333333333333334,0.0,0
55,Travel_Rarely,452,Research & Development,1,3,Medical,374,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,501.1842105263158,54.97979214780601,0.2702702702702703,0.10810810810810811,0
34,Travel_Rarely,507,Sales,15,2,Medical,1356,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6,556.8181818181819,17.68187066974596,0.7272727272727273,0.8181818181818182,0
44,Travel_Frequently,920,Research & Development,24,3,Life Sciences,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0,158.05,9.125288683602772,0.0,0.0,1
44,Travel_Frequently,383,Sales,1,5,Marketing,1481,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,No,12,3,3,1,11,4,2,1,0,0,0,397.3333333333333,13.764434180138569,0.0,0.0,0
58,Travel_Rarely,147,Research & Development,23,4,Medical,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,251.5121951219512,29.769053117782914,0.24390243902439024,0.36585365853658536,1
49,Travel_Frequently,279,Research & Development,8,1,Life Sciences,2,3,Male,61,2,2,Research Scientist,2,Married,5130,24907,1,No,23,4,4,1,10,3,3,10,7,1,7,466.3636363636364,14.809468822170901,0.6363636363636364,0.09090909090909091,0
30,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,939.5714285714286,18.98672055427252,0.6666666666666666,0.6666666666666666,0
32,Non-Travel,1184,Research & Development,1,3,Life Sciences,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,388.6666666666667,6.732101616628176,0.0,0.0,0
27,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,506.8333333333333,8.778868360277137,0.6,0.0,1
40,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,2048,3,Male,52,2,1,Research Scientist,3,Single,2809,2725,2,No,14,3,4,0,8,2,3,2,2,2,2,312.1111111111111,8.109122401847575,0.6666666666666666,0.6666666666666666,0
41,Travel_Rarely,930,Sales,3,3,Life Sciences,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,No,11,3,3,1,14,5,3,5,4,0,4,595.8666666666667,25.80254041570439,0.6666666666666666,0.0,0
26,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,1170.0,6.755196304849885,0.0,0.0,1
35,Travel_Frequently,944,Sales,1,3,Marketing,314,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,No,14,3,1,0,10,3,4,10,7,0,8,799.0,25.37240184757506,0.6363636363636364,0.0,0
45,Non-Travel,1052,Sales,6,3,Medical,302,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,No,12,3,4,0,23,2,3,19,7,12,8,369.375,25.591801385681293,0.35,0.6,0
47,Travel_Rarely,249,Sales,2,2,Marketing,903,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,504.1111111111111,13.097575057736721,0.75,0.875,0
23,Travel_Rarely,650,Research & Development,9,1,Medical,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2,416.6666666666667,7.217090069284065,0.6,0.0,0
55,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1873,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,No,20,4,2,1,19,2,4,5,2,0,4,133.1,7.684757505773673,0.3333333333333333,0.0,0
32,Travel_Rarely,548,Research & Development,1,3,Life Sciences,96,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,No,17,3,2,2,10,3,3,10,4,0,9,565.4545454545455,17.956120092378754,0.36363636363636365,0.0,0
40,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,721.1666666666666,12.49133949191686,0.0,0.0,0
32,Travel_Rarely,427,Research & Development,1,3,Medical,78,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8,616.2,17.788683602771364,0.8,0.7,0
28,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,65,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Yes,13,3,3,0,2,3,2,2,2,2,2,1147.0,9.933602771362587,0.6666666666666666,0.6666666666666666,1
